Temperature (°C),Species,Individuals,Date of hatching,Date of molting,Stage,Date of measurement,Day (weekly),Body length (mm),Body weight (g),"Mortality (Y, N)"
28,Teleogryllus afer,99,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,100,17/11/23,29/12/23,L3,08/12/23,21,3.5,0.003,N
28,Teleogryllus afer,101,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.008,N
28,Teleogryllus afer,102,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,103,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,104,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,105,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,106,17/11/23,29/12/23,L3,08/12/23,21,5,0.008,N
28,Teleogryllus afer,107,17/11/23,29/12/23,L3,08/12/23,21,5,0.008,N
28,Teleogryllus afer,108,17/11/23,29/12/23,L3,08/12/23,21,5,0.008,N
28,Teleogryllus afer,109,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,110,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,111,17/11/23,29/12/23,L3,08/12/23,21,5,0.008,N
28,Teleogryllus afer,112,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,113,17/11/23,29/12/23,L3,08/12/23,21,5,0.008,N
28,Teleogryllus afer,114,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,115,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,116,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,117,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,118,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,119,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,120,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,121,17/11/23,29/12/23,L3,08/12/23,21,5,0.010,N
28,Teleogryllus afer,122,17/11/23,29/12/23,L3,08/12/23,21,5,0.009,N
28,Teleogryllus afer,123,17/11/23,29/12/23,L3,08/12/23,21,5,0.012,N
28,Teleogryllus afer,124,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,125,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,126,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,127,17/11/23,29/12/23,L3,08/12/23,21,5,0.009,N
28,Teleogryllus afer,128,17/11/23,29/12/23,L3,08/12/23,21,5,0.007,N
28,Teleogryllus afer,129,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.007,N
28,Teleogryllus afer,130,17/11/23,29/12/23,L3,08/12/23,21,4,0.007,N
28,Teleogryllus afer,131,17/11/23,29/12/23,L3,08/12/23,21,4,0.007,N
28,Teleogryllus afer,132,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,133,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,134,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,135,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,136,17/11/23,29/12/23,L3,08/12/23,21,5,0.009,N
28,Teleogryllus afer,137,17/11/23,29/12/23,L3,08/12/23,21,5,0.007,N
28,Teleogryllus afer,138,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.007,N
28,Teleogryllus afer,139,17/11/23,29/12/23,L3,08/12/23,21,4,0.007,N
28,Teleogryllus afer,140,17/11/23,29/12/23,L3,08/12/23,21,4,0.007,N
28,Teleogryllus afer,141,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,142,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.005,N
28,Teleogryllus afer,143,17/11/23,29/12/23,L3,08/12/23,21,5,0.009,N
28,Teleogryllus afer,144,17/11/23,29/12/23,L3,08/12/23,21,5,0.007,N
28,Teleogryllus afer,145,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.007,Y
28,Teleogryllus afer,146,17/11/23,29/12/23,L3,08/12/23,21,4,0.007,N
28,Teleogryllus afer,147,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,148,17/11/23,29/12/23,L3,08/12/23,21,4.5,0.006,N
28,Teleogryllus afer,149,17/11/23,29/12/23,L3,08/12/23,21,NA,NA,Y
28,Teleogryllus afer,150,17/11/23,29/12/23,L3,08/12/23,21,5,0.007,N
28,Teleogryllus afer,1,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,2,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,3,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,4,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,5,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,6,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,7,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,8,17/11/23,20/12/23,L4,15/12/23,28,8,0.039,N
28,Teleogryllus afer,9,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.056,N
28,Teleogryllus afer,10,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,11,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,12,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,13,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,14,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,15,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,16,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,17,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,18,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,19,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,20,17/11/23,20/12/23,L4,15/12/23,28,8,0.039,N
28,Teleogryllus afer,21,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.056,N
28,Teleogryllus afer,22,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,23,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,24,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,25,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,26,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,Y
28,Teleogryllus afer,27,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,28,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,29,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,30,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,31,17/11/23,20/12/23,L4,15/12/23,28,6,0.016,N
28,Teleogryllus afer,32,17/11/23,20/12/23,L4,15/12/23,28,8,0.032,N
28,Teleogryllus afer,33,17/11/23,20/12/23,L4,15/12/23,28,6,0.016,N
28,Teleogryllus afer,34,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.018,N
28,Teleogryllus afer,35,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,36,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,37,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,38,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,39,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,40,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,41,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,42,17/11/23,20/12/23,L4,15/12/23,28,8,0.039,N
28,Teleogryllus afer,43,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.056,N
28,Teleogryllus afer,44,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,45,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,46,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,47,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,48,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,49,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,50,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,51,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,52,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,53,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,54,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,55,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,56,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,57,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,58,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,59,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,60,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,61,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,62,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,63,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,64,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,65,17/11/23,20/12/23,L4,15/12/23,28,6,0.016,N
28,Teleogryllus afer,66,17/11/23,20/12/23,L4,15/12/23,28,6,0.016,N
28,Teleogryllus afer,67,17/11/23,20/12/23,L4,15/12/23,28,6,0.016,N
28,Teleogryllus afer,68,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,69,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,70,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,71,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,72,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,73,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,74,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,75,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,76,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,77,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,78,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,79,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,80,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,81,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,82,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,83,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,84,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,85,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,86,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,87,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,88,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,89,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,90,17/11/23,20/12/23,L4,15/12/23,28,8,0.028,N
28,Teleogryllus afer,91,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,92,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,93,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,94,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,95,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,96,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,97,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,98,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,99,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,100,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,101,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,102,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,103,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,104,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,105,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,106,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,107,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,108,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,109,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,110,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,111,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,112,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,113,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,114,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,115,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,116,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,117,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,118,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.024,N
28,Teleogryllus afer,119,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,120,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,121,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,122,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,123,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,124,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,125,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,126,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,127,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,128,17/11/23,20/12/23,L4,15/12/23,28,8,0.026,N
28,Teleogryllus afer,129,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,130,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,131,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,132,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,133,17/11/23,20/12/23,L4,15/12/23,28,5,0.011,N
28,Teleogryllus afer,134,17/11/23,20/12/23,L4,15/12/23,28,5,0.010,N
28,Teleogryllus afer,135,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,136,17/11/23,20/12/23,L4,15/12/23,28,7.5,0.029,N
28,Teleogryllus afer,137,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.018,N
28,Teleogryllus afer,138,17/11/23,20/12/23,L4,15/12/23,28,6.5,0.021,N
28,Teleogryllus afer,139,17/11/23,20/12/23,L4,15/12/23,28,8,0.039,N
28,Teleogryllus afer,140,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.056,N
28,Teleogryllus afer,141,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,142,17/11/23,20/12/23,L4,15/12/23,28,6,0.012,N
28,Teleogryllus afer,143,17/11/23,20/12/23,L4,15/12/23,28,8,0.038,N
28,Teleogryllus afer,144,17/11/23,20/12/23,L4,15/12/23,28,8.5,0.038,N
28,Teleogryllus afer,145,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,146,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,147,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,148,17/11/23,20/12/23,L4,15/12/23,28,7,0.022,N
28,Teleogryllus afer,149,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,150,17/11/23,20/12/23,L4,15/12/23,28,NA,NA,Y
28,Teleogryllus afer,1,17/11/23,10/01/24,L5,22/12/23,35,8,0.041,N
28,Teleogryllus afer,2,17/11/23,10/01/24,L5,22/12/23,35,7,0.021,N
28,Teleogryllus afer,3,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,N
28,Teleogryllus afer,4,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,5,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,N
28,Teleogryllus afer,6,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,7,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.035,N
28,Teleogryllus afer,8,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,N
28,Teleogryllus afer,9,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,10,17/11/23,10/01/24,L5,22/12/23,35,8,0.039,N
28,Teleogryllus afer,11,17/11/23,10/01/24,L5,22/12/23,35,7,0.029,N
28,Teleogryllus afer,12,17/11/23,10/01/24,L5,22/12/23,35,9,0.051,N
28,Teleogryllus afer,13,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,14,17/11/23,10/01/24,L5,22/12/23,35,9,0.054,N
28,Teleogryllus afer,15,17/11/23,10/01/24,L5,22/12/23,35,9,0.051,N
28,Teleogryllus afer,16,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.052,N
28,Teleogryllus afer,17,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.053,N
28,Teleogryllus afer,18,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,19,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.034,N
28,Teleogryllus afer,20,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,N
28,Teleogryllus afer,21,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.051,N
28,Teleogryllus afer,22,17/11/23,10/01/24,L5,22/12/23,35,8,0.042,N
28,Teleogryllus afer,23,17/11/23,10/01/24,L5,22/12/23,35,7,0.018,N
28,Teleogryllus afer,24,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.053,N
28,Teleogryllus afer,25,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.049,N
28,Teleogryllus afer,26,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,Y
28,Teleogryllus afer,27,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,28,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.049,N
28,Teleogryllus afer,29,17/11/23,10/01/24,L5,22/12/23,35,9,0.053,N
28,Teleogryllus afer,30,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,31,17/11/23,10/01/24,L5,22/12/23,35,7,0.017,N
28,Teleogryllus afer,32,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,33,17/11/23,10/01/24,L5,22/12/23,35,7,0.018,N
28,Teleogryllus afer,34,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.035,N
28,Teleogryllus afer,35,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.033,N
28,Teleogryllus afer,36,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,37,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,38,17/11/23,10/01/24,L5,22/12/23,35,8,0.04,N
28,Teleogryllus afer,39,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,40,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.036,N
28,Teleogryllus afer,41,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.036,N
28,Teleogryllus afer,42,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,43,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.048,N
28,Teleogryllus afer,44,17/11/23,10/01/24,L5,22/12/23,35,8,0.041,N
28,Teleogryllus afer,45,17/11/23,10/01/24,L5,22/12/23,35,7,0.018,N
28,Teleogryllus afer,46,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.053,N
28,Teleogryllus afer,47,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,48,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,49,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,50,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,51,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.05,N
28,Teleogryllus afer,52,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,53,17/11/23,10/01/24,L5,22/12/23,35,8,0.039,N
28,Teleogryllus afer,54,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,55,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.049,N
28,Teleogryllus afer,56,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,57,17/11/23,10/01/24,L5,22/12/23,35,8,0.043,N
28,Teleogryllus afer,58,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,59,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.05,N
28,Teleogryllus afer,60,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,61,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,62,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,63,17/11/23,10/01/24,L5,22/12/23,35,8,0.042,N
28,Teleogryllus afer,64,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,65,17/11/23,10/01/24,L5,22/12/23,35,7,0.017,N
28,Teleogryllus afer,66,17/11/23,10/01/24,L5,22/12/23,35,7,0.017,N
28,Teleogryllus afer,67,17/11/23,10/01/24,L5,22/12/23,35,7,0.018,N
28,Teleogryllus afer,68,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,69,17/11/23,10/01/24,L5,22/12/23,35,8,0.041,N
28,Teleogryllus afer,70,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,71,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,72,17/11/23,10/01/24,L5,22/12/23,35,8,0.042,N
28,Teleogryllus afer,73,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,74,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.05,N
28,Teleogryllus afer,75,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.05,N
28,Teleogryllus afer,76,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.054,N
28,Teleogryllus afer,77,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,78,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.037,N
28,Teleogryllus afer,79,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.051,N
28,Teleogryllus afer,80,17/11/23,10/01/24,L5,22/12/23,35,8,0.039,N
28,Teleogryllus afer,81,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.051,N
28,Teleogryllus afer,82,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.048,N
28,Teleogryllus afer,83,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,84,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,85,17/11/23,10/01/24,L5,22/12/23,35,8,0.043,N
28,Teleogryllus afer,86,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,87,17/11/23,10/01/24,L5,22/12/23,35,8.5,0.049,N
28,Teleogryllus afer,88,17/11/23,10/01/24,L5,22/12/23,35,6.5,0.019,N
28,Teleogryllus afer,89,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,90,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.052,N
28,Teleogryllus afer,91,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.037,N
28,Teleogryllus afer,92,17/11/23,10/01/24,L5,22/12/23,35,9.5,0.051,N
28,Teleogryllus afer,93,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,94,17/11/23,10/01/24,L5,22/12/23,35,8,0.04,N
28,Teleogryllus afer,95,17/11/23,10/01/24,L5,22/12/23,35,6.5,0.02,N
28,Teleogryllus afer,96,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,97,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,98,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.034,N
28,Teleogryllus afer,99,17/11/23,10/01/24,L5,22/12/23,35,7.5,0.034,N
28,Teleogryllus afer,100,17/11/23,10/01/24,L5,22/12/23,35,NA,NA,Y
28,Teleogryllus afer,101,17/11/23,10/01/24,L5,22/12/23,35,6.5,0.019,N
